district_code,crop_code,season_code,irrigation_type,area_hectares,historical_loss_rate,drought_prone_score,flood_prone_score,pest_history_score,risk_level
26,9,2,3,13.51566647374096,0.3280853113705396,0.01726340246529734,0.4620280117497505,0.6246087724768653,1
30,1,2,1,18.41640502621592,0.00019277091399527713,0.7375223336329445,0.05877559735930671,0.5198916197773158,1
27,15,1,3,1.4383355699685847,0.135220914526323,0.816269371848632,0.5177469995261309,0.9926023427747012,2
22,28,4,0,7.3275062637779325,0.32704075644042585,0.07395404008739226,0.2196610235506613,0.6295614806756333,2
22,11,2,3,0.7100059665019154,0.1394776794808424,0.40240698139214115,0.9548824590476103,0.6871073727136432,1
11,20,4,3,6.74036051549108,0.36253133240195684,0.2656437911166857,0.5101787587318345,0.21361082782192753,1
28,14,2,1,15.034252112780582,0.13795086494247932,0.3395963126407303,0.8906978536085766,0.7819295244012645,1
8,7,4,0,2.010030886996133,0.3532707914839659,0.523511373052937,0.019621112796997964,0.8509541420869167,2
32,17,2,6,9.812340045005472,0.22881476536493928,0.4397728958169447,0.3529462770291093,0.8776703868774739,1
36,1,1,0,15.880658853551825,0.08665080027216948,0.9480491435941191,0.18626326450001052,0.1187308373268735,2
35,25,2,1,3.8947310093670557,0.49534633792018135,0.6280459426613955,0.4618610520681725,0.6052032211229355,1
19,13,2,0,9.19139951331292,0.28144058341370587,0.07699722898576,0.5399930845145426,0.03683494227817896,2
24,19,1,4,11.100821796930845,0.15325074329041577,0.8902860293180809,0.6585137959556835,0.09267227525158783,1
4,8,4,0,5.081955208450699,0.3206302713523466,0.828093155251404,0.7196832346289164,0.6094408945950682,3
7,26,2,0,8.956721693410302,0.2343213149951262,0.0371850377004157,0.520309220982879,0.866355942453869,2
25,6,2,4,3.279513094559623,0.4313282807445274,0.1410486039452945,0.1561482134484633,0.47538797834510516,0
7,17,2,1,10.060723148046351,0.2403138922127362,0.29328231502423685,0.443587672761218,0.19792672984450232,1
24,15,1,1,10.501541518030015,0.3429560215357612,0.5551386783460553,0.6991625665295264,0.42853581694487664,1
22,23,2,0,16.019922284705068,0.2917208770897581,0.8658732441964413,0.07604447377290657,0.09717186391785237,2
15,5,1,0,12.236291211544604,0.185765742095658,0.48554601649202833,0.2218802019591073,0.15872102651085473,1
20,28,2,0,3.676927536612064,0.4517779960372221,0.5462439014251422,0.2803480169583381,0.6444195292735664,3
22,15,2,3,19.032314427318422,0.006911264609629597,0.09701529519504182,0.24525270483635842,0.037404413508112744,0
20,5,2,0,0.6980195640154936,0.1691605056370164,0.5218772271019886,0.3844935030058949,0.3234914304781228,2
22,6,1,3,6.962809746304474,0.2986174793223286,0.5497346109567458,0.9500960318498961,0.3263384658563887,1
28,12,1,1,16.497995599196166,0.13091009265836484,0.7562420978601914,0.7531241209517863,0.6985748139139661,2
7,15,2,0,12.9437887239676,0.21416611537346975,0.48105986456644945,0.5655476731136286,0.728810921901473,3
17,9,1,2,1.183716237559451,0.14348952451697172,0.52316299073735,0.9264731906084126,0.20705178634371968,1
17,17,3,0,16.56427862900855,0.37310408247024734,0.7743509154090711,0.8897387426789956,0.6005000950445322,3
15,23,2,2,16.711249883597123,0.12843967690398211,0.9716090285052953,0.7657146193432501,0.659515052806513,1
29,16,1,5,6.198596088068183,0.35827854224971645,0.5332120113199667,0.18101195718057794,0.2293469244734334,1
32,17,3,2,7.1384273697952825,0.3982775687425077,0.4707148647799203,0.7435940041059278,0.2110730806976414,1
18,24,2,4,7.071748737741909,0.04617339169027862,0.4050521004109716,0.5869955807889663,0.6237697810656686,0
34,2,1,0,18.870856573987982,0.15914623369848852,0.21715248327045222,0.6659675906506646,0.31035587118061636,2
6,15,1,3,7.684547473382939,0.32220493525784244,0.4564517936063517,0.10562054645540442,0.7549408752872572,1
14,27,2,3,2.601236786910362,0.2691984776061821,0.14254413542693156,0.09950510819261349,0.88274977985154,0
9,11,2,0,15.65215737024201,0.06190485146812735,0.1127376230865037,0.43313565936700216,0.776390735649981,2
1,10,2,2,15.401112866041757,0.08081834466872401,0.7161590760534805,0.29173660378481536,0.8436088221750322,1
10,15,1,0,9.807799145816595,0.34997974446830754,0.10178337344001653,0.7005480835228153,0.17848131699634961,2
5,28,1,2,7.301916242817459,0.46375249476085934,0.11878832130282646,0.30407484957448294,0.535425838873416,1
7,3,1,0,10.971776706551283,0.4673624089831938,0.3917929653401304,0.4523896971655347,0.31489730835479524,3
24,14,1,4,18.34667521957875,0.14612672291724782,0.4842856242391035,0.3261632690188717,0.8562203195268424,1
26,9,3,5,5.548536699590408,0.09034307514798551,0.6699332324208893,0.1393785414557901,0.8196847777871242,1
21,1,3,4,2.834026749283592,0.3725578621618693,0.15717795652540745,0.8989905779229282,0.056020868774378174,1
22,23,4,1,5.136011468840311,0.3451624066413958,0.8063217011403823,0.4670998765255928,0.6823564228499451,2
25,15,2,0,7.943357958626093,0.4990343505203856,0.8957544770666044,0.9587053938676809,0.9803189126391078,3
29,20,2,3,11.605477008314022,0.49568501730024744,0.9902856466255349,0.24803149066027597,0.880322374730027,2
24,24,3,2,4.460264527359406,0.08341459139877289,0.8144380997696594,0.8106873000286248,0.3782492311872796,1
28,9,2,0,7.542440906708938,0.2168623352837189,0.6960748081912875,0.4580730036210108,0.5777797706599492,2
19,19,1,0,6.984903389982874,0.07490852065908654,0.9494353551876359,0.3979621520655091,0.4721049708246603,2
26,23,4,4,3.1453931924369822,0.12152339965350545,0.8249870627917986,0.8618133909646248,0.8741974235750666,1
23,14,2,1,19.441607147898193,0.17830688769594688,0.8315123839977137,0.7710972526006584,0.1870806290455228,1
24,9,3,2,3.9520778174697506,0.39721031880494806,0.01887628490693949,0.4282976404512554,0.9493115956595529,1
25,10,1,2,18.378535620746383,0.08089010410288622,0.8798610327926617,0.9340945998041451,0.7307410970324193,1
34,11,1,1,16.57878500036096,0.09280452331860412,0.17336741057935012,0.5313892819043903,0.8303172150034767,1
9,11,1,2,17.531311955735376,0.10559214601875144,0.20539991456677098,0.8563827464734309,0.17175129797723288,0
10,19,2,4,8.953815677624652,0.30169000858964173,0.2508229144963001,0.5796806572338702,0.6054370553401203,1
6,22,1,0,1.3349223683845337,0.26589724858889663,0.182295370273879,0.1179699358814561,0.3965520420694548,1
29,8,1,0,0.7969223650890537,0.16873742843541423,0.7129909249017478,0.08349307551376828,0.39543686570253644,2
22,16,2,0,11.435811669252532,0.04505769088301537,0.08101141139883627,0.8193258266621294,0.49315157748880567,2
25,23,2,5,14.975568322047062,0.28951376711420457,0.18494111155077753,0.5011557949123768,0.8263537327676843,1
23,3,2,3,8.113884167077966,0.24930083300763062,0.44094734365197896,0.1914799632968377,0.9121774606495909,1
25,11,1,2,17.579626069926267,0.009232155517759355,0.31128782737330973,0.5257647696088802,0.31809080699022807,1
5,18,2,0,3.039062567139776,0.055348018498107,0.7542647027871938,0.5925035358093833,0.4893975449082386,2
35,2,2,3,12.18295923423661,0.14327559612064628,0.34531469565371953,0.7700555698961649,0.8382253349269444,1
29,22,3,4,18.761080860000444,0.2898278945791208,0.140576761218978,0.9014604720915314,0.6361957232353864,1
36,2,1,0,7.139965546064725,0.18336948523731567,0.3989022283420053,0.7271984922314861,0.5416089481464516,2
18,8,3,0,14.191367627668523,0.4071472645972672,0.8931727283122654,0.7434525381887647,0.20226020908251008,3
27,4,2,0,3.8384216542773206,0.34843949283285924,0.9834635575631181,0.11647767849431623,0.9636446589518852,3
32,22,2,3,18.493137718715552,0.026962950428169707,0.5875055147081211,0.057887513982472716,0.056670528997642244,0
34,2,3,3,7.345707788757906,0.36327872234867353,0.7863893368580849,0.014032353236593131,0.7630789093508098,1
28,24,2,0,9.457677484100747,0.014162008818824734,0.8791671123304886,0.8641485053090181,0.46131355006476693,2
31,5,2,2,13.210746366939228,0.3464069859436177,0.7195385538837596,0.6495492903177573,0.6888026878916135,1
21,6,1,2,19.57322494232367,0.16124195565991162,0.9025394492718273,0.9592456334765133,0.875829717029936,2
6,19,1,0,15.51923129368457,0.10794285383002333,0.23431055781810162,0.5217813016071071,0.541748991995858,2
17,7,3,1,1.8033245579921502,0.12199120697003035,0.12664249774737157,0.09911580896684802,0.5558406916994787,0
36,16,1,0,15.991780041350323,0.02383277455935978,0.654873498841765,0.7144790826442826,0.26132012420947015,2
21,9,1,3,1.8040333811046088,0.45280937653354075,0.7559648809776288,0.6597024630090713,0.39610099608715477,1
27,21,1,0,17.394688937718588,0.1427382823445259,0.905218584946556,0.735708973578103,0.7958014589819189,3
24,26,2,2,15.332717334986011,0.29132144434938606,0.15302151934083785,0.2276507795467143,0.5043599636953298,1
34,3,4,0,14.842900091116993,0.11870332229298614,0.10300201336708048,0.6720910301231183,0.6889061727971489,1
35,12,1,6,9.732621708795746,0.17828425091801353,0.4573721705710718,0.1813187855823024,0.839744374931917,1
24,8,4,6,5.2082187986660955,0.04910491379164844,0.12657204261516763,0.39241836907971983,0.8994400712953498,0
16,8,1,3,5.041303672585499,0.02305818148471056,0.8650404041085369,0.5375330926631163,0.10802924440487693,1
10,21,2,2,19.480481263554406,0.3876721737598912,0.4121719374144952,0.4592663235101653,0.38377186226123083,1
4,12,1,1,19.538712693391457,0.32769800020870127,0.9624843025485244,0.16461981296032668,0.5970827742831192,1
34,15,1,2,13.949437458406747,0.3157312382841995,0.47079838001857854,0.7162860708779125,0.6152540295117429,1
23,6,2,3,4.981165802578957,0.28185541553843846,0.8447670028108881,0.1448150973524991,0.3871980439969642,1
10,2,1,0,19.996711726829304,0.38918485360602284,0.4174641367219396,0.8540610998227857,0.6417127717219405,3
13,13,2,0,15.892281138962902,0.027704766171539053,0.2786824925676844,0.33970841170387467,0.826739335855176,1
14,26,3,3,2.1473886869358187,0.23666420723430814,0.5097036715858911,0.09111648213094636,0.7191443066926413,1
31,12,1,0,6.80532692058636,0.12842659223025188,0.3375493716463105,0.10038359226846749,0.050799677390163556,2
29,4,1,0,17.301145169588892,0.11362279788671853,0.4105496701269673,0.6681570203775764,0.8258281910142841,2
22,12,2,0,1.028487303947511,0.40203293171319104,0.5224582524691261,0.25627480830132643,0.5116365175026082,3
7,5,2,0,12.469256305225553,0.2640673870871966,0.3121474694678874,0.26582523982686235,0.9240667374801523,2
32,22,1,4,14.544135384252446,0.22494397160002377,0.0008023639310356101,0.20220618162179826,0.41718759829771934,0
31,28,1,5,18.8682426858315,0.23642777297118722,0.5182346939826306,0.3159723140680447,0.7924712864201255,1
8,18,2,0,7.847191263075738,0.21615871526180752,0.654894505865204,0.11852620219055376,0.9662236139957278,2
27,27,1,2,11.777574111873623,0.4239901816236681,0.3304440214885197,0.8926275330629504,0.49421582027554734,2
24,27,1,1,13.853739740357097,0.3194154894418668,0.04204824961824971,0.16230809011885194,0.06988752760838535,0
2,9,3,4,13.18112999443996,0.20119019995675674,0.426583701357808,0.7953075527170634,0.33596638671715184,1
10,9,1,4,13.634556164992098,0.09231377297446536,0.4221708809468697,0.25076212365951167,0.9020032932479696,1
26,1,4,0,12.518308770585463,0.40885266298244655,0.6830239510673242,0.3146729602522229,0.427373829203083,3
34,17,1,5,4.594954106916729,0.017141406230541334,0.5624585175305384,0.02688172307397385,0.7459200510192123,0
7,18,2,1,18.648672821035465,0.317927499533569,0.878364585292461,0.5805636106808096,0.11971926761589757,1
20,24,1,2,17.67777548781198,0.04080312996617008,0.24637383316682093,0.34083143090648294,0.2682841728271407,0
17,2,2,1,4.0034633835789375,0.055249311648508825,0.3118099915955276,0.26942165832831677,0.43714861775057523,0
34,21,2,2,14.195372324201323,0.0302045143659061,0.838196469594869,0.5028328960739126,0.7320798644568948,1
26,18,4,4,8.288111077387676,0.259096714626908,0.6089812365730668,0.2813904134578631,0.15952339943386973,1
24,5,2,0,0.5870538423568528,0.0910637418042472,0.4912446356017799,0.24999727023644513,0.13644397038146316,1
29,4,4,1,13.07315827482303,0.16248138742453377,0.349363346183449,0.8984197886106307,0.6874993401572035,1
36,18,1,0,9.922073214530963,0.05539204906669437,0.5280068534951224,0.9279681862372002,0.28903861807838027,2
35,28,3,3,9.488699927787628,0.39703606488653476,0.3627951536845295,0.11648209380783581,0.6142271603615312,1
32,25,1,3,15.385273268098112,0.09545253807425491,0.3540549967104313,0.4719685197969615,0.9143524588046489,0
32,1,1,6,8.49048643983423,0.3567640949500126,0.6105953094162194,0.9800459731529959,0.14093784722521063,1
33,28,2,0,6.0652425816018845,0.01137371349143712,0.5356438330172967,0.2688663232492303,0.051777067576770586,1
28,8,2,0,6.974823714561472,0.00298538841416901,0.6575777220719211,0.670900371260343,0.82103927383695,3
17,1,1,1,8.462421133966275,0.26505341343320954,0.47405596574465925,0.5465167035728093,0.819382462963963,1
7,26,2,3,0.6503188797492264,0.2585203345247826,0.39376048042394085,0.8498631585989983,0.6790350968253562,2
5,28,2,6,18.24066816949969,0.24644310955236104,0.2561147917395554,0.6872611909321154,0.5144680296900608,1
10,5,3,1,3.2235762375803207,0.11951761641655256,0.5497771454900432,0.6448964690305854,0.6991454449813432,1
7,14,1,1,5.491912055546793,0.47452090203400615,0.4288611906552916,0.6726436924260873,0.019851651078773513,1
17,8,2,2,10.998028205765687,0.42154996443039566,0.23409036946422912,0.10305435143976915,0.6735051565333624,0
23,21,3,3,19.269310393490503,0.11560420636499835,0.2956782433451378,0.9281592066979933,0.7791725535079532,1
33,13,1,1,14.227568662180714,0.23011712541715112,0.2724812166675493,0.6939614879994493,0.10711261137734707,1
21,5,1,3,13.616413562899641,0.06857031525133367,0.8977324159154639,0.6805276619247475,0.8284182582723636,2
29,19,2,4,2.4430257507267337,0.37164135823593725,0.060104946398495285,0.6998976420795883,0.3613104167364818,0
23,8,2,5,12.670318091948927,0.4788602541955891,0.18737277826711818,0.8936441140940237,0.7147976132012457,1
20,23,1,1,10.800208385795475,0.39872903458159376,0.1601456609570321,0.44857790941755704,0.3648084424312975,1
12,10,3,1,8.294213507901135,0.19898096772533036,0.3237013689469844,0.30981089499169157,0.18186372954449137,0
7,18,1,0,3.2972469065397543,0.25705860212298487,0.06448667051781565,0.5648872485965066,0.9644585919676051,2
24,10,3,5,14.33518237768605,0.14366716694761117,0.6326448700335,0.33057539579587647,0.6208540898669022,1
34,22,2,0,13.008092064452363,0.032137512204822416,0.0962391842384056,0.7798689409494297,0.15425238117791218,2
15,22,1,0,2.3195847126582785,0.4308976760854315,0.41860378117511143,0.5294014073510159,0.8334757987773479,2
6,5,3,2,5.637066303368292,0.06965016315764949,0.7863169776809658,0.80727129959094,0.7576150695412684,1
2,27,4,1,0.8218227343092547,0.07556323322583208,0.5996187715290356,0.834079529974565,0.06804316792042986,1
32,15,1,0,12.205565986036238,0.35642476868425077,0.9090173400445717,0.5935058001452167,0.8375659987767335,3
25,23,1,4,7.488745939350495,0.35469659838652984,0.19873842402817798,0.513501457884445,0.9427742247562411,2
33,25,2,0,9.748113696087426,0.48290691447199213,0.3931714653563654,0.03733142735412609,0.1486775662568185,2
3,17,3,3,6.090718176559244,0.2587897525697613,0.7747644101721654,0.7936398095300966,0.9981116814908486,2
29,24,2,3,12.552271463328825,0.2966400167885804,0.2143233361478084,0.16035941005319831,0.6471282275754697,0
15,12,1,1,11.24149771790445,0.39307866000885083,0.4112770498359264,0.00030660038682694957,0.5790139835455937,1
28,14,3,0,6.941657897087906,0.2877573186141076,0.5154484273930999,0.7540776481615994,0.2637511602381617,2
14,20,2,1,10.865500286724473,0.4364027124829252,0.5203645669688729,0.9566965199316853,0.9603937683584648,2
1,7,4,2,8.724058258621087,0.16156644150269117,0.9720927929964136,0.10215533268367538,0.9900960828541002,1
9,8,2,4,5.546168194696449,0.3217298828222266,0.10143028521373998,0.9338910477457653,0.7846775545651177,1
27,6,3,2,10.56022941594831,0.2632766069756765,0.607349779908329,0.5439564440484521,0.08192037759337878,1
25,10,4,5,10.468976447965137,0.38399826940644843,0.3860825209447246,0.1461932930358818,0.5362431833856214,1
18,4,1,0,5.197594889153456,0.29134546751349283,0.16949605561087988,0.5226176629997991,0.38557057228203295,2
23,1,1,0,10.2498784891585,0.2838488806605053,0.7173258210955634,0.18455138491060152,0.08944265156512443,2
17,8,1,6,17.31097925763542,0.47119817516683804,0.2941008701717406,0.18702605341059786,0.860269518760368,1
3,7,3,0,12.148962993125394,0.4664683644771423,0.5553493764195315,0.922336089703085,0.4688585480824674,3
34,5,3,0,0.9020415775929274,0.3787314756127946,0.26683083298672106,0.7119290313242901,0.31506256745271133,2
26,27,4,3,1.1501106924689974,0.47876236966154084,0.28144134216803984,0.4788801732697664,0.5844882729858084,2
26,26,2,0,4.151179240927616,0.2001180040023512,0.7530748697489854,0.10091811802662798,0.022264154670745828,2
14,8,4,2,13.505272827622225,0.37588155338489954,0.4171209055909606,0.8246582506539933,0.8691856290487606,2
10,9,1,0,3.9142146643057822,0.04490730267870513,0.36823825560538326,0.9215701665829895,0.6790210301773669,2
25,7,3,2,10.705312319960615,0.17010066682567987,0.12164344517659931,0.43251297698349933,0.5313344695121661,1
3,16,1,0,2.0089140937324426,0.4802821070505252,0.010316119663784984,0.7811261979002723,0.8574929984471662,2
14,23,2,1,2.588628907671419,0.22858208416534442,0.9276028701211911,0.33827812695707304,0.2187204922931273,1
6,17,1,4,15.490595487711442,0.03333361377557259,0.14118095477440729,0.6233276202431465,0.6019842778241904,0
1,24,3,4,1.5319150283970007,0.12698827509571886,0.49972839081627907,0.549888713720347,0.08926995971512175,1
18,12,4,0,18.618218091093485,0.027420687178320635,0.8555302555933836,0.8522233992812512,0.7114382654825806,2
36,15,2,4,3.6318285022200567,0.49243743854702215,0.16397504538582697,0.8723158054326685,0.20675033344193383,1
13,16,3,1,10.658343802996995,0.008840676081029453,0.7265824204171892,0.975133732665207,0.4081391606753918,1
12,13,4,0,15.455686516462887,0.41487764687101497,0.39536905649223053,0.707541669347313,0.7136195903349588,2
27,5,2,5,8.521478256699432,0.25139219757145265,0.8571461593604777,0.735980111389826,0.6086632917979146,1
22,25,3,0,15.31051655510554,0.3785441349575942,0.16801786245535155,0.6467293590486967,0.6425312772561247,2
3,1,4,0,12.424611395130881,0.3231301530187022,0.7277090232981293,0.4257708605075625,0.29297612603041345,2
32,18,1,0,13.921089587853286,0.3555062896659807,0.7477603506381344,0.38670341563745136,0.43559022166427386,3
33,5,4,4,0.7140367096748421,0.21187956830547466,0.2221990760294208,0.16276442719940687,0.6291995685912125,1
11,12,1,5,18.751918694742272,0.1971879023606492,0.975058488070842,0.31953668906690935,0.9817776664803451,1
8,13,1,0,4.9977324783944415,0.07910153954537219,0.8052556169748006,0.3720439330241134,0.1443127422785011,2
28,4,2,2,2.5225900936510954,0.23258061311135708,0.6746137328548161,0.08047023675967402,0.9445715694370352,1
10,7,3,2,8.458487379443831,0.36190309639449564,0.16130591573130726,0.6785127934419642,0.7600299342386384,1
9,21,2,0,2.7136377358909685,0.44238155200402884,0.3472614432304242,0.09549507786962019,0.5426572231038352,2
18,27,2,3,19.539303309269695,0.44393581370332735,0.9638674810602904,0.5673038529853464,0.039263389377966695,2
6,19,3,3,19.22314835596969,0.4101060250274764,0.667487891445932,0.7635811416238477,0.07919635284011572,1
18,18,1,3,0.8733893856506201,0.4946410830129143,0.08495293557656658,0.7940817651107098,0.5657448362936057,1
34,24,2,0,3.76787449236776,0.056750542387903,0.12925257672364276,0.3763294482270203,0.48785154084089255,1
28,21,2,6,11.933540072147911,0.2579157439669925,0.29937872675721133,0.5483658312604802,0.49559993215505216,1
12,22,1,2,15.503025007862819,0.4168984476453178,0.4000103387063011,0.9990855624414707,0.23478353961632537,1
27,18,2,1,9.105194781728361,0.1836483172009601,0.047156017553591334,0.562283903873933,0.07739895710326661,0
2,13,2,3,7.13435905692849,0.018894616954308774,0.5394406156786313,0.23327513889896845,0.9258334617744363,1
34,24,2,0,6.299499695437969,0.2411529487945721,0.5225775005488408,0.1804596851827196,0.595280568726568,2
29,27,1,0,0.6169107227201436,0.30458881738018817,0.20720676163227525,0.08579885759764716,0.6415936484382553,2
27,19,1,0,7.219629676467605,0.412006972788268,0.5935078570726995,0.7811656303855561,0.4880871549542666,3
36,24,2,0,10.831336946155151,0.4114397753452711,0.6228810751693347,0.5973635743757775,0.8050103122952872,3
4,21,3,2,5.662205478829385,0.1340277262897408,0.17131560106499133,0.662078473211573,0.8803808500527444,1
14,9,4,5,14.660460342062647,0.32968647713576515,0.4793292953523235,0.2339393486290895,0.8659775429587788,1
24,17,2,1,8.888081711362874,0.03108299907519657,0.06782705588818838,0.08127816655387032,0.35174990867457534,0
35,22,4,2,13.76716739467111,0.191303169906071,0.8817061713993998,0.2691342547926411,0.8147704166130829,1
24,17,2,0,16.691687211244965,0.007286169700385148,0.3807314674747716,0.04398235872995215,0.6291652445675915,1
2,27,1,1,7.392462980867261,0.34266552150854546,0.7850691059612915,0.7787112258600666,0.4938050642957241,2
28,2,2,1,14.041693070656553,0.4364557747000092,0.32723604036848386,0.6854357524470496,0.7316886629046347,2
21,28,1,2,8.209501552120987,0.28846872087004793,0.19748105452980802,0.23014342125967702,0.85257709304415,1
7,19,3,6,13.007750185328815,0.31953721793882395,0.6714908322228541,0.4524407395971586,0.8256976449336019,1
11,11,3,2,17.334496078208392,0.3594108777876064,0.18223935182642503,0.13630921272379193,0.5227776625173787,0
36,12,2,3,9.080662964310724,0.2579305671122831,0.6378078841609883,0.6257039830345443,0.3858126230137706,1
9,28,3,2,16.361982613406582,0.08752527306543717,0.4410064586709517,0.6885200651027397,0.30458293899927014,1
10,10,3,0,11.196308457869002,0.12613116987603573,0.386869709552528,0.9870483215759749,0.7932132177726159,3
11,9,3,0,6.228580160416244,0.19939502967673217,0.9360109282400201,0.5212246012620241,0.8525913705703377,2
9,9,1,4,5.23519715111929,0.42055938110037666,0.6715890031483374,0.5830348795273959,0.19038529589619635,2
35,17,2,0,4.958534279997098,0.12222387352319675,0.045693553202280524,0.148598250470801,0.8623459998110417,1
11,9,2,1,13.514842977897374,0.44907662920699787,0.12794542178311963,0.46707257700269644,0.4963516181907214,1
25,17,1,0,8.342441814690623,0.039992824250680625,0.9202539557682266,0.4368476989877601,0.6553926687535188,2
5,25,1,3,8.52350150132826,0.12999357743808243,0.6988516085305841,0.5279859139208934,0.4284466912491415,1
8,21,2,2,12.729753712425893,0.282992340267778,0.6325529119597357,0.7605931946354072,0.8691869599398838,1
11,6,3,3,2.5147164397936668,0.4648108402934535,0.33624114946230954,0.9534559525250346,0.4159515233851493,1
30,25,1,0,2.724112949073746,0.034327880225878515,0.28107840777110915,0.7049800559362451,0.8562355973270137,2
19,27,2,2,11.593307161556243,0.32649087075590777,0.28160097943356976,0.6679536843521592,0.8980747157955209,1
11,20,4,1,10.763051903447954,0.1781620085303925,0.12413127658784484,0.5197900472173613,0.17796913214968413,0
25,24,3,6,9.395994718305909,0.10434392575845775,0.678126732600429,0.8516193037818063,0.4218865851814806,1
8,24,1,2,12.18724289574499,0.280114711071781,0.5682536408590034,0.08821875212353325,0.9874567177934437,1
15,10,4,0,0.6989838818201103,0.3510338306439392,0.19209361220041588,0.42871076469459835,0.20155522788550584,2
11,19,1,0,12.678342156026728,0.06122872447577049,0.4695428579909736,0.06726750816991145,0.8775302894893826,2
10,12,1,2,2.189884160733932,0.14453445398460268,0.7701328809886716,0.43713519382024046,0.5785097955661728,1
15,22,1,6,10.410198991944796,0.2627864275680893,0.24700997021470206,0.15489495268146558,0.7839112637707257,1
14,20,4,0,14.606357946134105,0.027507830547652767,0.5224131049683538,0.3568957197105961,0.5643689335007533,2
8,2,3,3,9.633900300287156,0.48390674534554795,0.32243598506446247,0.9800628182493449,0.28655686085035437,1
6,11,4,4,2.392764837217025,0.48731472804376286,0.4826993669414954,0.20383241866938562,0.16697271645052736,1
7,18,2,0,6.9244408867568525,0.0038493489578011464,0.4070912016708176,0.2408788982997495,0.4103986544130914,2
14,5,2,5,0.9636131695925889,0.40922793252467715,0.2420575787838174,0.02127454317236621,0.6236121198121303,0
10,7,4,3,2.408856563641418,0.2645415732030886,0.8870667455340108,0.03808631384313865,0.8489803793429701,1
27,17,2,5,3.8540172788513454,0.09444626198953143,0.9682816812789453,0.20162438868474264,0.7728260781856768,2
