district_code,crop_code,season_code,area_hectares,irrigation_type,sowing_month,historical_yield_avg,rainfall_deviation,yield
15,13,4,15.585914577612336,0,3,39.82343173317354,27.286427052717485,49.67178145908332
3,13,1,3.3331883833327414,4,6,31.989712109865422,-1.8478319165994819,97.58483411573383
7,17,3,9.544679770424326,2,10,26.108862253154612,36.027307852821224,34.541777892387046
21,23,2,15.609141449765117,2,5,38.001221410901,-28.739357272379916,8.055950779648791
9,20,2,7.077925856516589,0,9,34.874654740436384,17.265795324223944,145.84221399012307
18,5,2,12.845583042995768,5,10,25.72412698962255,28.611917441585064,34.131527254070186
4,22,3,1.4791558684226682,0,1,16.7148243066839,-29.750773474767232,7.597788875531483
25,21,2,12.3694308303217,3,9,36.707614363362524,31.828727756982147,16.892138386279573
14,28,1,3.476733110011837,6,5,34.12599828395852,45.79855009418692,5.936830635646207
9,17,2,16.6963748397318,3,1,34.76837093226787,11.607859992063098,59.97589639390316
26,28,2,7.43126453981933,6,10,33.62146831813889,28.485041679055044,7.748013044408935
2,9,1,5.990300323199817,3,8,21.893862234452072,3.2583859359645686,10.308465609526833
20,2,4,16.89733504587396,0,7,36.47114299173344,9.810336099563074,12.453139740720806
28,25,2,1.477808449900299,0,6,15.05581382860272,-48.66475654743208,5.421197102374536
7,26,2,8.233871587019724,0,2,20.931906959593817,2.4287266836027115,6.156925534963456
8,18,1,7.715069041213112,0,5,16.16398997060489,7.556374982404016,18.99299633674271
35,9,2,6.053607297866241,3,3,17.764911416724,17.004754576538645,11.231874339414633
14,6,1,18.279209474028804,0,2,28.309478437937635,-33.060939116731134,381.19581401156375
17,11,1,15.143103673576084,4,10,15.93140474852586,-25.862573761490747,150.88319059213802
36,25,2,1.7465017017428062,1,1,19.53452619250949,25.600463169226273,9.994297906816957
4,6,2,14.436405263981605,1,9,20.818503684770693,-33.236117997263435,783.3129901486653
2,6,2,10.782333096011483,6,2,31.38347012843054,-8.397392761424292,834.0484154131993
6,13,1,18.066923940830794,0,11,26.720513111205797,-24.950978101110444,45.07360044913053
4,11,2,6.60243953829299,3,1,26.460313076386456,4.518410362175331,129.7288334576944
29,14,1,11.696158992386867,3,7,34.21081385644061,48.687088115494376,359.9799650606952
18,2,4,10.264727857449227,0,9,26.418035301858378,35.203789767829335,21.06905241299552
26,8,2,10.046437671438312,2,6,23.71221857295116,-23.05256600384099,16.022026920117828
34,3,2,9.394055290585646,1,8,39.06127614010832,-13.138818942155737,12.165134872679499
10,23,1,4.509774772879485,3,11,15.207332735946425,41.86335824978394,8.301380380065734
36,21,1,15.236343488601658,2,7,22.634825001884597,39.82949723547385,14.208714407125605
14,3,4,9.30105263841613,1,9,30.234817909493074,-33.94719615513468,9.218868748498139
31,1,1,19.19106736255081,3,7,34.57023090132013,32.92711317545334,22.51583726296495
15,24,2,5.5857643302591375,0,6,35.410323868964106,-20.23920952125482,5.633781406761589
8,19,2,13.813504872727302,3,1,16.15182829637931,4.380315931826949,219.13803708458403
14,18,1,18.843983052962614,4,9,32.7283013889397,-49.490161070980186,18.250508360101506
23,17,3,13.437437298813805,4,10,33.00634108679542,49.859019089615515,53.13619957725881
21,20,2,17.489821698539195,3,5,20.3519855364067,26.109646964844856,226.50499337164044
16,24,1,16.63587871526162,1,2,17.8193757117523,-25.82669401012755,6.497387867916722
18,13,1,7.522295452035575,6,12,33.74215394238256,18.379489413906043,89.04664800352678
24,3,1,12.202416828820182,1,11,21.237500155931954,-20.669263717652008,9.37291045342452
26,1,3,3.547096126321434,2,8,15.04184510209193,-41.054418601398346,14.754569902195565
25,4,2,10.942754712564192,0,4,20.589315089421525,-7.46900436328697,6.232847332100926
29,25,1,4.993228450379576,6,3,15.776700220407815,11.371886244364518,11.412687974003628
15,13,1,15.00286789157269,3,1,21.229667167353213,-41.02225417889217,71.00391414630549
1,17,2,10.79713922689643,3,5,23.375489558295524,1.8406298528942742,56.19810745449478
25,28,2,8.51893357131738,0,3,21.785003988448786,1.4864232445509913,4.95912884312905
7,11,2,5.741543375256063,3,4,37.99842667948111,12.864524061370311,83.47135247442371
9,2,1,19.974620395905095,3,9,20.813323684632117,-25.53543614695363,26.50177394386634
24,25,1,1.8983551572561872,3,11,26.688370569452534,-47.93585167541337,9.798509825541869
1,16,2,1.3494332711621904,0,7,38.93568984610117,-17.5142493274395,32.81520590899252
8,2,4,4.736519309630359,1,11,36.97998728425556,-10.14188074743032,36.06051439329559
24,19,1,19.435912943242485,0,5,22.731461863319034,13.57410546804266,124.72968662065114
11,23,2,19.595144282239698,1,8,23.16225737393672,43.017186227525144,9.749577160532878
17,19,2,13.271090828056652,0,6,29.833235062736243,-29.661447721648216,122.02475056856632
8,25,2,17.662080010524893,0,10,37.94657126885575,18.733362876833993,7.862172056101646
35,16,1,4.67225375139551,0,2,15.249994886395083,-40.25990906267302,31.462996111570806
35,22,3,19.45482083644416,0,7,24.827994804629533,-30.93782444451829,7.990511440182548
33,19,2,3.2843045777215107,0,1,36.2443871590556,0.9134511569591552,145.25790768192334
5,9,2,2.4719411695423363,5,3,25.261749459669396,20.837757915977278,21.942661325438472
28,1,1,2.6881250153218215,2,12,33.00137188049848,35.85685359409388,22.918146966561686
7,10,1,11.67599450381501,1,1,32.29812256030506,24.390343197969827,265.0872005576375
9,19,1,15.72900081400202,2,1,20.13646774075918,-48.46472131394817,160.98218172747167
8,1,2,7.650009968555345,2,5,26.23986260917458,18.39313259193571,23.83752216388185
12,2,1,19.568971761829467,5,6,29.1546678203168,32.46577037003067,38.8800049494486
34,16,2,8.971192693307424,0,12,32.886573381102245,2.5533477389138,32.65498946108843
33,12,1,3.4337467400777175,0,3,35.55974078937713,46.559869096640924,87.41226225654395
23,8,2,9.586351589629666,6,3,33.99833027923734,-49.56875775561669,13.023345548021936
24,23,2,13.741224725737577,1,3,15.707786684630754,31.865795062430394,11.477575079362449
35,18,1,16.728402719835383,0,1,31.765946040041634,-16.518026808080556,15.773525422084045
22,2,1,9.445981654153561,0,5,27.43288659639183,15.044978173782738,26.34144032735275
27,25,1,12.075333107958766,0,1,29.34654339633967,19.348189441849968,6.661125845288865
35,13,2,5.713221887097641,6,10,24.324155318646923,-19.375098362273803,74.82865187258206
1,6,2,13.095372264907523,0,10,32.85065536467263,49.54244998135077,759.9814656052649
35,21,1,19.726452907031703,5,3,31.84721280297833,-39.67499719296268,9.725631050052172
14,26,2,1.4565446654619802,6,6,29.48716203640914,-34.297091483134665,8.428256562010597
3,6,1,17.78734807875077,2,11,36.540138314732864,39.21917052510621,1145.5302473310273
1,9,1,11.464508803966694,0,6,17.547500622290986,-38.082012355512816,6.270525912769591
5,16,1,5.415923861464849,0,3,22.52558189800709,-11.871373525403136,33.35768669559856
26,11,3,19.12034934518053,1,9,27.378260380070696,23.31422118962014,145.67545034451294
14,7,1,9.92540890964853,1,8,38.965120282488385,29.149186083573824,5.709243940601248
27,10,1,6.96795990763102,2,11,16.79908465704548,45.46691768127924,336.1684275698749
9,10,1,4.039203751281402,1,3,23.426937249620927,28.95738346742,180.5100313117054
15,25,1,5.266818100004911,5,5,38.14726384314875,34.45323841197575,16.502529365871467
15,20,2,16.74055631103313,2,5,37.44868918622908,44.937600569441074,209.1587527928054
26,18,1,12.480995181684733,3,5,36.63113926769006,5.36876922741142,24.528077248032556
13,28,1,18.308289580022162,4,3,22.709761400034598,-15.656653990145564,6.77870503896225
32,24,2,5.023384817076824,0,5,36.17089449377514,26.16131446665031,5.872203273139256
32,20,1,2.862202190053579,0,5,27.633485297397968,-33.64584135784433,124.46685730844283
4,9,2,0.618706854024005,0,4,30.49447110105906,-43.17683299959434,5.390408016104986
30,15,2,10.403309733511879,0,4,20.97062263652173,28.53308651227691,46.49404216825024
23,4,1,19.96698514244877,2,2,32.66684722297752,45.06713580628518,15.807735210073039
15,8,2,14.05182274196346,0,9,23.19242760639098,-5.7553055033624645,8.394844005648942
29,9,1,6.513694543320348,1,7,23.597010653016287,-33.88665465518815,12.616316191317022
36,13,2,17.59874236901035,6,1,30.920429402339387,-0.2979023913137411,111.56478626343603
13,9,2,15.743584186765213,0,5,20.995798054351773,-10.66821480465886,9.770568034572701
32,26,1,0.8005957384925155,2,2,20.610968081145415,-12.752606024150424,8.06448025895048
7,4,2,16.42877937054994,0,10,24.229073564901938,12.808083997721567,8.69562731329577
22,17,3,6.360271766150672,0,6,34.45159062648084,-32.52642852896939,19.44750989976205
28,16,4,3.4186325593802214,2,7,20.61705122657873,-11.951845130261972,33.512425980621394
2,15,2,4.913451374872954,5,12,34.682959763841325,36.86768391067304,135.5532954990237
6,3,2,9.63730618531521,1,2,32.39013192911875,22.966509761712146,14.19160422226235
28,25,1,8.784924577826215,0,11,31.976997011753735,-44.441153321121085,4.673134099085741
28,20,1,6.133302337797422,1,6,26.868891842835264,1.390379596248728,200.85849413464996
20,5,2,3.8582572830371378,0,3,33.64719583398378,-40.87046820931217,10.345037707512697
30,23,1,15.363500398022301,0,9,15.337988002596976,45.74964289485632,8.175758019296993
11,5,4,19.807140782830885,2,4,22.640181454135547,-25.535935911699468,21.580280944787628
28,20,1,15.666935818183964,0,3,31.978436595595362,43.26210257134136,141.8972226267357
25,15,1,6.2707708695950535,1,11,39.68238560663207,33.400840849151464,122.41038098403267
33,18,1,5.273774747536601,2,3,15.062858527106899,5.136443469729947,25.040334138467674
1,15,3,4.744484583285796,1,2,27.749306625842696,-16.369542715703147,76.76750767348058
27,2,2,3.1655539525362073,0,12,38.095910725925606,35.794668069065054,20.478362882629327
13,13,2,11.250945718999875,6,9,36.58848462041684,-34.72162990634587,61.38100866644444
3,4,1,12.305307253090211,1,8,15.578404868860535,-32.00258861009697,7.272723070882725
6,10,3,14.257301882931177,3,5,28.23895318376713,-27.52773226331906,127.8513689523438
8,13,1,13.764160733206525,0,9,15.10717753542334,9.769689784618706,57.437403769732796
27,10,3,6.200499570025958,1,2,34.739373705809385,-18.567477544748577,188.3554996395493
9,9,2,6.941064605238507,1,6,22.721871052233645,48.91814394789105,13.171211235712967
33,8,1,13.789533441125588,0,7,34.13976654788222,-30.488696470683564,10.12130089852278
24,3,2,7.314228995280753,0,6,38.6198335425893,30.561009755415412,7.714595447381236
15,16,2,4.646152197576604,1,3,39.402126353878714,-40.416378149320444,46.74639637633109
32,14,1,7.799554997086421,4,10,37.35277952195349,-14.655343770048056,257.7016700790759
32,9,3,5.805641072770564,3,10,20.103586329374153,-25.623749979394617,8.011648420771191
24,21,2,2.2220980637622674,0,10,19.865004248199924,47.683594863025334,11.441074242702335
12,11,1,16.687708594394746,2,9,30.644510822155695,-47.42694202225438,95.7298404603211
2,3,1,17.13567208856221,4,12,28.601342056199393,22.16695257005597,17.793105864816553
3,5,2,4.78513085325415,3,8,15.23836519503372,-25.2277874599102,20.720111413138934
17,10,2,1.763057890741434,0,8,24.79318377878323,31.12486625866191,175.74621053297767
2,13,2,14.907135028348,4,8,37.66727513792938,-18.877560041481612,112.69202881627784
2,4,2,4.624808204336567,0,9,37.45897547299655,-31.27157549885168,6.417622990016855
28,24,2,8.171992044018776,1,1,20.09767210240087,19.30398514232627,6.489343563109586
23,13,4,1.7506374186289735,2,8,24.549076728931517,-24.242346429205973,49.959939053173564
32,12,2,4.912256902789486,4,2,29.009150274902066,-1.4453130021584428,127.96048589788478
33,5,3,15.961594427427897,5,4,36.31960662730561,-36.846657768595506,19.29619555521101
1,10,1,16.185730714846436,5,1,28.299860981033707,22.45980110431725,195.85956110308717
19,28,1,4.538154085310353,0,12,39.20499531157587,-9.316379494612725,3.9039695951909645
2,24,1,7.050319979580446,5,6,34.9763034496972,-35.9420240562739,6.248701690496046
26,9,2,3.1176491723279995,0,10,38.82729682446555,24.159504679098205,9.647718861441037
32,20,3,1.9463662905559864,0,1,33.287305459408586,-39.66378079682637,78.90484332612105
6,7,1,19.847348431743985,2,12,36.940603484063246,7.482042250896612,5.38177764250192
32,2,1,13.284082049274364,1,5,35.77509480944624,10.74851696900513,27.16173702166721
4,22,3,11.070881929367216,2,9,21.3459620435282,43.035050037469745,15.742387835804388
11,24,1,15.42722075790334,1,1,20.738410586356718,-34.90195014547641,4.409604892061622
17,28,2,16.88150461391062,5,9,36.60958563641829,15.334635973026963,6.447360926312517
24,23,2,16.230937976872188,0,4,17.11694343800807,-11.923141860473343,4.450027435449237
5,7,3,0.8225192611525938,0,3,25.214090117493296,-9.918565297369064,2.201721792599379
34,8,1,4.14275401471472,5,8,35.51644425713898,0.18251819438081895,16.62114041205903
6,7,1,13.270653391297705,0,6,35.330983296029345,-26.621538795099475,2.2737098171167758
22,21,2,7.8273072821772764,2,7,18.469570267006738,-3.8816761047541917,11.341625885572567
11,23,4,19.658411695691587,3,9,27.192745021430234,18.684616840083507,9.479933311620128
16,14,2,13.475393456445953,2,5,26.99581006812827,-4.288696045154069,321.6986563494128
33,26,1,19.152703720219527,3,2,23.093036310980462,-45.749157266891075,4.164062332775262
9,19,2,4.42820639209298,0,3,37.929528626608416,-24.217375245514216,149.6972829134627
6,5,4,17.34716204824295,4,3,31.327940300143297,-14.853978724689043,28.860161294975473
16,23,3,6.766369963396894,0,4,39.50468724610926,-14.527886311036632,3.3003106702510587
29,25,4,19.796513760637232,1,10,16.66915527066897,-41.89931074806782,9.867675196324832
3,18,1,3.574929105426372,0,7,24.858754322773294,-5.042944838273691,19.667975491060275
20,20,1,10.568626467347368,2,12,35.87843905247027,19.1949018988567,138.4317750289257
36,12,2,15.960468409823878,3,10,25.56714173030398,-45.13279819513767,81.37174948947867
19,23,3,8.9365283717787,5,6,21.546950676083107,25.092417237323062,9.687519387035469
26,17,1,9.62763917365911,3,3,39.945188607927676,45.510520296345845,59.830481911444416
3,13,1,19.73393801236195,2,7,36.828122242557846,-49.066184362839614,64.82365775126135
19,2,3,8.79350893087249,5,4,28.661841532486214,-30.630768406785535,22.468676878258684
20,25,1,12.27940596168174,1,10,29.04273090616519,4.348778234529227,9.414167552101526
32,13,1,1.5635233831654387,2,11,15.17157401469133,-28.195051344993118,53.48022778402757
7,26,2,16.92309656410007,2,11,39.52486452207779,26.462603167786796,8.187105047642573
33,7,2,13.139276955101097,1,8,35.157379047687286,-18.78656850405569,4.523695681913816
18,28,2,8.378392005824864,4,7,15.918233988615722,-20.637471768208194,7.716522034831211
1,10,1,0.8153060291131351,0,7,19.408254803978913,-49.90761242165581,89.20742252408725
11,23,2,12.037542001573327,2,9,35.52578075743562,-22.987381181172427,8.657230172254478
28,6,2,0.7468276554411628,3,8,17.171638706799015,-28.232947809314112,803.8301895028072
25,3,2,0.5234704712258492,5,12,38.54464318773918,-15.675903285752426,18.418413190094945
23,26,2,12.513921961912416,4,1,39.99727655376563,-35.23433469756998,6.021590154243941
31,3,1,4.185832813023808,2,7,37.1608202395073,9.464866642249483,12.15585609539849
30,18,1,4.241807219502858,2,3,33.47259973393792,-26.125845650765722,22.42607955281642
35,11,1,13.238795533738502,1,12,27.18205877921933,33.17508647481759,196.5462305537863
7,22,1,1.5470951648177984,1,4,17.06073940868434,-21.544205326238796,11.50993109493829
16,20,2,6.611408448753848,5,6,33.26115579605505,-28.913040054033967,158.9871928079418
26,5,3,3.413922091769372,5,5,24.92162885069716,-44.32486380605653,20.306746046367934
2,19,2,11.81343921103241,4,8,29.25571577866686,23.990669002174386,230.44414285579805
1,22,3,13.404420517184219,0,2,22.334761903540702,0.8208175037555918,9.13508828895802
12,27,1,14.56214914518135,4,5,21.053900237868536,-38.621700261951716,7.307379127149078
5,28,2,5.477008729912026,5,5,23.107423966160123,-27.86652173824884,7.353461173609821
32,19,1,2.240370156913388,1,3,35.345700585342826,49.87190720598426,344.08894966178764
9,15,1,2.0343313103670075,2,10,25.662288503988997,30.60287267835794,144.9680351355475
35,16,1,8.809955194789113,3,5,22.792697799063706,-15.013051423241073,49.67538441413094
19,24,2,18.943965976722943,2,4,25.824259931873023,4.255483061534392,7.703721548367856
16,9,4,4.74571616781698,6,11,15.807184148661708,-8.398284109940676,12.62254836565782
3,4,1,5.506461226160212,1,5,37.26510707038458,-46.361043459914356,9.541511911532247
20,15,1,2.4673316410642494,3,10,28.794038979171958,27.867700921290634,142.2652880994833
24,25,3,12.30862034093164,3,9,17.62065567801663,21.698611322322733,11.59609532465337
33,12,1,13.75752104196991,1,7,22.21017329872838,-9.119768550412232,108.80421314876892
24,23,3,13.03715855913482,4,1,39.588818721944364,34.589713688062744,11.206617097843603
11,3,2,17.292039739373234,2,3,29.826435660098078,3.473909488921443,12.79865028637773
8,23,4,9.9853037830084,1,9,22.285122172496138,-43.479156058819655,5.501230996455632
36,14,2,3.1219122949577565,0,4,25.658641534149854,-24.059370975311868,176.7632222396741
20,17,2,6.143400048736047,1,4,21.461869485883373,-3.8227163914153905,46.76451681118716
35,19,2,13.41738448171636,3,10,15.79510642798849,-39.655076128920285,153.7002781309121
25,6,2,12.455878487960417,5,6,36.05075080380135,7.108119286290503,859.3255469253968
35,4,2,10.854561029987769,0,3,22.3119660426999,-37.94318383165985,6.507822103187708
25,7,1,13.8178061644294,1,3,35.9602684713753,-29.949181451575146,4.122989073294524
29,19,2,12.929121582279338,0,9,26.963926667848085,39.39836613382283,183.76189481216758
18,17,2,17.68583534456656,3,5,19.57236592369068,49.98123880412339,51.00552533166113
18,25,3,11.927319360826784,6,7,35.046717330116465,5.025334404668683,9.634754063214002
2,16,2,15.682726494660852,2,5,24.427787026394864,11.964861013176488,61.48341706357181
35,15,2,5.349789541346123,2,6,32.69322969516551,29.74311469264302,104.3021455392367
16,22,1,13.724560399486826,2,8,35.930741725718306,19.61394962040893,12.876494418193053
36,8,2,18.092785308462176,0,8,39.07464140859634,-31.753345534528364,9.980202347036503
33,19,2,8.021780394046749,3,2,17.14536331465605,-8.832847546155563,206.9870460263743
4,8,3,15.69253165310361,2,11,15.209662046010934,3.5116518908400494,16.430627749063568
33,18,4,14.63339137331099,3,9,28.710624538061186,-14.028800785329196,20.50846635354313
14,28,1,1.6607608390005384,4,10,21.606024046875003,-32.38938302422051,7.006677775222413
21,16,3,11.83941203766941,3,12,26.727544743589405,23.61133440613729,48.20210796081928
20,20,1,3.0386923094156466,3,12,16.816467178902688,-30.11535949206422,179.37460690604104
8,19,1,19.362723858496526,5,12,27.539726166833994,-23.95140712981959,163.32945024502095
7,10,2,16.322446302662797,6,6,18.12139132945351,-21.34803848715675,140.99541059949289
3,17,1,2.6396141243188422,2,7,35.96469395497628,-33.82207695240325,34.98501503749423
17,13,2,2.8741639541297292,0,3,33.987170065911414,34.95516229953327,66.22552597815485
33,13,1,12.09224017079607,1,4,16.851839455431055,11.061631886469613,95.08673278916393
12,7,1,7.225338896377075,3,6,35.908758868198355,33.47481299921388,4.185492775692319
22,27,2,1.180664251925631,0,7,23.123962310615568,-0.6270686490890824,7.6875282520146655
22,10,2,11.062009402744536,0,6,23.821493571933274,1.956304012073538,159.12229201104822
30,2,4,8.062979443874013,0,5,19.49508935603904,11.614463013436428,24.149649320574593
8,4,2,2.470991601248982,3,12,35.88260303731195,-12.908045606929797,9.26963715756162
27,25,2,16.13744764899166,2,2,25.11764409621062,-0.3415905168896458,8.50680965817245
27,6,1,18.343996922936718,1,12,16.220896767007844,4.691512906768182,900.2283611036323
34,24,1,15.253581713275535,0,7,39.15624069565408,45.3542436177251,6.775334153206212
21,18,1,16.537235045317406,3,5,21.397180349021554,38.290813182453036,23.356122613875
30,23,2,4.7215660616892885,0,12,38.4044319476618,-37.075415252547714,5.227838305423311
33,6,2,5.639672542912719,0,9,22.53095906616901,-45.87175332074829,589.7770824236962
28,25,2,4.566287035834161,3,11,35.78566486745285,18.0333951758179,13.172283941884912
33,23,2,15.418736911628498,2,4,31.60548731147977,-45.080133335512265,4.988465251605206
5,17,2,18.984383039222692,1,10,36.53208579973912,-43.96489350473419,29.919806247758004
19,14,1,14.478325531311102,2,12,39.40294966757243,-34.07366031558572,223.13151040710522
4,24,1,17.68860191515134,0,2,36.78709208641532,-14.829290913326595,4.437994750661349
35,11,3,12.954632350221864,3,7,25.09162903750051,-6.500388814879109,115.45801320604257
17,26,2,8.059368060896581,0,7,35.36258703737907,1.9378034714436794,6.578568578585088
28,19,3,8.802351491140952,0,1,32.791270257677326,49.22881929721737,149.9844339452595
30,2,1,1.9687679272643943,3,11,16.540091770791335,-11.476724528791337,28.777215640142806
29,28,4,1.1134153072975086,3,5,38.24400244344061,-25.724690348023948,4.599194054696549
6,3,1,14.06177428168701,0,3,26.64902729067078,7.525240858472905,7.793040837402235
35,11,1,9.049363394218021,0,9,18.361264142406398,-28.48490473929951,81.59874053339303
24,6,4,11.268193827065275,4,9,25.63445242995365,44.054343179188464,1250.9109865028895
29,14,1,11.374394328637118,3,7,30.078531128036936,-24.07456979544308,301.0619382520682
31,19,2,5.908828359999378,0,12,29.323653127097742,48.99341356532716,154.47963874744366
35,26,1,9.77990396117507,3,9,29.369841169657576,-8.133180961915457,8.012588532833025
33,16,2,9.679824322520194,0,12,21.39598207879334,31.26860073637515,43.03961897901989
21,21,4,8.074330813943211,2,2,30.817561235529723,14.82803250457701,13.514102992330024
32,22,1,16.503169976320876,0,11,37.685370844441564,43.34941744447357,14.72530232674657
23,24,2,9.29769807190812,1,10,24.71667366379002,12.542695290868487,8.650196322484904
33,7,1,12.271068227866763,0,8,30.764507065502745,8.121797944185062,3.608769340429363
3,27,2,17.962642347426108,1,10,21.099675175181154,15.285244456851245,8.76775142179697
18,8,1,17.391555645748987,1,10,16.207025504717546,28.646553214454485,17.991045404643593
25,19,1,17.86323297369372,1,10,29.64328409798513,39.88416321908079,304.7352012929464
31,20,1,5.7650974310677725,0,1,16.188745054630648,-23.318509990350844,98.84699397313899
3,16,1,1.1821585220072253,1,3,33.08961487301183,-29.911290811988966,52.62398573945083
24,22,4,5.59080259795892,3,8,31.7588174450441,-46.56503043340203,12.2604082360524
32,27,1,5.9347932396038185,1,11,24.233125472532883,-12.99207969563998,13.214041721738083
22,7,1,18.232526371136878,3,8,25.282252741199546,34.61850228380506,4.8152689485155395
23,9,2,13.160233290340427,1,10,37.94402341193249,-43.01425713631134,10.652013409431106
2,13,1,2.0932272122434608,1,8,15.328340638076568,3.8520076463351742,113.92852353384293
27,1,2,3.139882622216472,2,11,29.082584520574798,19.47886362310645,23.975388797051608
2,8,4,3.5356844480685203,6,12,38.084028143361586,33.68530331210586,22.333565493410386
26,24,2,12.793224089294002,0,11,37.84968119423992,8.343032197549647,5.606902085109685
17,22,3,14.84057349738656,0,7,29.616394095617313,-31.367998980704726,9.267223639250856
33,4,2,17.263056256025223,2,2,24.530749972739947,46.45362582182241,12.261325481437755
9,3,1,18.84241274072174,5,3,17.47258815830935,-40.53484895979621,10.827272235905163
29,27,2,4.433238869035614,6,9,19.34460509530876,26.899961179695822,12.38109494415291
26,3,2,6.540563452118956,1,2,31.991833880091537,-41.344077615669136,7.7395240532342005
35,22,2,5.186296174524198,1,7,15.415852095244196,-35.65808923188848,13.670098186015657
25,13,3,7.495850565589686,2,1,37.08713941019956,39.821559369494494,127.80284513533816
24,8,2,18.335969594763114,2,3,29.698361753647088,25.30746586017598,15.7938902208754
13,7,4,11.71469505531755,2,1,16.128666556619105,-13.449172876801661,3.8127072307032055
7,27,3,14.894741997827731,4,6,20.994185504790813,13.8724356656204,13.612646772708423
36,1,2,10.057325104472248,3,4,29.855022764191368,-4.2752778289305695,25.593394133531636
20,27,2,1.0627293100544284,1,1,15.890031636495378,-43.34622391036863,8.94149484332841
1,16,1,1.7518119769573794,1,5,34.49968504894406,22.112761633869567,52.887864667850124
8,6,4,10.989499109723772,2,4,37.99805167076508,26.325572373615344,1101.166279956446
16,7,2,14.5163861789905,1,11,39.03050983254843,38.234138615201644,6.418353816739954
14,12,1,4.698945286810265,1,10,33.34148117251313,4.063734661128002,136.1165406401503
12,23,1,14.57723669284993,0,11,36.420636770987926,17.313795100145597,7.288238524471512
23,9,2,16.307982582928492,0,10,30.267686558243412,-6.19495816251321,6.7166917068310585
15,27,1,8.532000828061168,1,2,26.463591613539364,-18.10907408921736,9.476085864421918
28,11,1,15.055175040460046,4,7,32.82836883430518,-8.830000481189074,144.06282172776594
34,10,2,8.378584031404968,0,12,20.604516606567376,41.17523566644877,136.77500301427665
2,21,1,13.72783727437289,2,8,17.744608154888756,-33.58287149558113,9.04119897734665
32,1,2,15.39794246173109,0,4,34.04627440322247,-25.15001823794545,15.49495818395171
23,18,1,19.84256905700816,0,9,38.95466982464673,10.619079137773213,20.085991955436327
22,4,1,7.235234910240123,6,3,29.43698330820059,-38.371867843881375,11.23755921435741
25,5,2,8.515295221204923,4,6,27.063559274946506,39.186451165242715,33.59631756129532
22,9,2,3.7295911584983408,0,11,28.360105781804613,-45.27636281367374,5.871438041816966
22,27,1,4.479424638835234,3,7,26.961604609620814,25.531229326490617,15.566817063357984
6,17,1,14.021202550668365,0,7,26.055007029430953,-12.627195285070016,25.265298320133923
15,3,2,18.382389008012282,6,6,38.67589235365532,-44.883442638853886,7.685679072399656
33,16,1,8.194796557394191,0,9,26.99407977820621,34.292789371873724,43.45915921721644
8,5,1,4.006966713293054,0,1,17.027561025349463,14.046023468045519,15.708961891220873
5,16,1,6.059440237968384,2,9,34.13791697675591,-49.11412908518615,35.53582853570995
4,3,3,9.373508243758703,4,9,24.78904008519787,-23.246715161538678,9.018042684783921
6,20,3,6.167681422624684,0,4,32.76733864372209,-14.795439227497589,122.51853070495697
32,15,3,5.054792120876392,3,12,29.489233989360166,-17.74218511007288,91.38988790080091
30,3,2,14.851697530763051,0,12,32.82950162889627,-0.16579709703579937,7.107846859418142
