district_code,crop_code,loss_type_code,growth_stage,area_hectares,rainfall_current_month,temperature_deviation,days_since_sowing,loss_occurred
14,18,8,2,3.706307676391142,241.34366634013935,6.28737312141952,37,0
18,17,4,2,12.143190960425072,294.42814873512,4.676835750872376,188,1
16,21,0,1,7.445793463524699,117.19141847517804,-6.092379626059811,172,0
29,12,5,1,3.087367646238641,42.341012285627485,-9.523249295657745,13,0
18,24,6,1,19.549333091994324,294.1286751346719,3.779831204165543,171,0
11,9,4,1,11.54515942622687,182.16553513336675,0.8165334180373449,107,0
33,8,3,3,2.5273952841727576,75.00983741267497,9.877072795476245,169,0
36,14,4,3,3.533054088199374,51.202065296303964,2.327549129920918,173,0
26,3,7,1,0.54236161976401,32.16827335556106,-8.684638528242473,166,0
22,15,2,0,10.52017558298751,103.30568124486683,2.6343623261650873,110,0
1,11,7,2,3.6526937411415408,137.57485752999062,-7.131925978035758,137,0
9,21,4,0,16.54905855705954,293.71142965711675,5.256591343904887,22,0
17,10,7,2,12.433292930331737,137.6353523195917,-5.440610634166944,178,0
5,11,7,0,12.079907207880268,86.12616743047799,6.460627295601078,143,0
15,5,8,1,15.708095725680744,248.61983456463784,1.4376845085613343,120,0
35,14,4,2,0.5220327638802189,264.674380046658,7.048767215425443,190,1
32,15,6,1,7.612254879302587,60.114086703871386,4.462224870107542,46,0
23,12,3,1,4.862541420533192,222.54541428225875,-2.628785466879937,130,0
14,21,5,3,6.187139004741765,79.60382369755644,4.089521974002132,34,0
31,25,7,3,11.495541681374553,15.19966334390499,-1.7354219037023189,39,0
6,16,7,3,16.032469356178574,163.0601599085152,5.946240887659496,19,0
17,22,2,0,8.180308426537104,120.46834929660248,-3.8279160946648734,48,0
5,23,1,2,8.599935388362864,253.07993822617172,2.405332486614853,61,1
35,3,0,1,14.56726306223734,182.22830927483187,-0.34339512162026864,101,0
12,16,4,2,5.50491550727692,281.7398413709661,-3.422675546793559,14,0
28,6,1,2,11.242271793048964,17.345459481007232,1.883843122560318,152,1
3,15,6,0,0.7325084157760509,90.35768288570478,-7.4826112662263355,140,0
25,11,7,0,2.405022138321682,280.47855565489004,4.253792541051018,3,0
19,12,2,3,18.286650356931283,179.53629583155382,-8.702239986395075,61,1
34,7,5,2,11.167697479188107,175.88936903414924,-6.579086253318418,93,1
26,18,3,3,2.858904153476041,87.59679445322503,-1.0564417070314427,136,0
31,7,3,2,7.64801203064366,150.47449977134158,-6.518172874166439,88,0
15,13,2,3,11.342971980669475,268.67078991559174,-1.5859667004394886,10,0
36,9,1,1,19.154207681132046,193.22339498287135,5.572607462857702,138,1
20,3,8,1,15.467181879222467,226.7771168749788,-4.734291476212336,175,0
12,15,2,3,15.059998540738949,0.08582831709273986,-6.142519031400379,124,1
19,5,1,3,0.6806020549747235,265.9622826145023,-7.883035104744076,193,1
13,5,6,1,19.56858287818236,20.507373716396614,-9.515245895333308,173,0
23,17,1,2,16.801668373068395,121.47577672969427,0.5809940689337552,99,1
6,6,2,2,16.720697626552514,211.24492752878535,-3.235348624280798,27,1
27,8,2,0,12.127564787136714,189.1970299127137,-3.58855939678649,18,0
30,1,8,0,14.942437780221097,261.276597667677,-6.4023153757628615,67,1
7,13,6,3,19.14733067883108,72.37719461636559,0.29591449888418886,69,0
27,28,4,2,19.72002769169451,169.47446297459308,1.125686290618912,11,0
1,23,4,0,16.193695660044334,264.8258703395312,-0.30232937667665105,173,0
22,27,8,1,13.659768278979245,117.16766037637458,6.1756834649307315,135,0
8,26,3,3,9.546493093949842,97.95292854671713,-8.961062136357821,46,0
16,14,4,3,5.830623460642484,228.35423436978445,9.637538361708533,34,0
28,16,3,2,12.490918406009152,254.87109092898518,-6.434385138077965,104,1
2,26,5,2,3.3214332456306446,171.78615501381725,4.6096541538551605,31,0
28,9,7,2,12.116422374799898,172.44142995016244,-2.9348118975097304,6,0
7,12,2,1,4.930789184277724,252.72987834332113,-9.852875826188217,120,0
26,13,1,1,3.5103308889574834,270.5881668846677,8.82476815820436,42,1
23,17,6,0,7.157723125148861,89.60862181551542,2.9331695394029644,88,0
8,26,4,0,10.166025506864013,28.261718997709128,-0.6953262919826031,159,0
11,22,2,3,14.264435486944326,154.37864069691975,-7.396204805940785,46,0
17,20,5,3,6.649809384886264,34.245869422348804,-0.1725626492584027,83,0
35,23,0,2,14.077044468594814,216.8177281928449,4.886211675186253,14,1
5,19,6,0,15.037552697219708,34.064469599711124,9.335019520700811,55,0
26,25,6,3,18.53122564814533,76.39129650044654,5.545113831720698,5,0
24,27,4,3,8.447959362701331,281.7916297653913,-3.2095277652470244,57,0
11,27,3,3,16.54342272365321,74.10428136252717,3.6286198374630843,121,0
8,11,5,0,5.697754343862793,137.19682573259155,1.8865785754125355,179,0
36,24,8,2,9.490501093093908,159.00220919917209,5.35952055111183,32,0
1,10,4,0,17.5282090118612,111.9621079860115,3.099997324336579,85,0
23,14,3,2,8.588784150045024,106.63809036649596,1.7541434375256397,197,0
27,17,1,0,3.4195048266030654,295.1932617432608,1.8489924951477477,151,1
34,17,6,2,1.993735807451887,287.39746730742905,8.66436746209554,126,1
7,24,1,2,13.032874005293309,92.58285826321627,-3.9624547997681265,56,0
32,14,7,3,17.992620384845164,56.6079831600666,-7.765231625318929,68,0
32,11,5,0,12.546447971950581,210.66424675749354,-1.986828959411877,87,0
25,8,5,2,13.483150827853112,154.12360757653462,4.744113459510855,174,0
9,3,1,2,8.02726294127772,46.38612896082188,-3.0420423723495134,41,0
11,15,0,2,1.789894816965001,217.64552988510556,6.791650345008339,44,1
18,10,3,1,2.648715254197048,158.5334059748311,1.9700440513351243,64,0
3,5,8,1,8.619769176556822,150.50820245404003,2.5849050134565754,192,0
32,14,7,3,10.061967506616407,13.498336621309527,7.899570088180955,189,1
28,28,1,2,3.7195291111947566,102.41685178768996,6.114897575485294,133,1
21,24,5,2,13.040857714351993,219.53004685737548,-5.606436286169593,59,1
18,1,7,1,18.19573437212623,75.31045504567344,-8.706983476361343,27,0
21,19,5,2,13.031267450796907,277.1420298982825,6.34826712681825,90,0
2,6,4,1,13.516349556558032,51.382169268724184,-3.118745425159151,2,0
1,24,6,1,17.292860032731234,96.91367981058279,9.131732486891767,176,0
7,5,6,2,17.30413922636587,102.18250488027503,8.617470849855046,57,0
5,27,7,3,18.91178026852609,272.8331861986329,-6.321542290801306,88,0
27,15,7,3,1.0605184607516052,117.43512054295847,2.3285756703706113,31,0
2,4,1,1,6.400942423586577,278.45672804842485,-5.118108091144622,148,1
19,27,4,0,15.684721103254715,172.33874151392183,-3.7543671424034635,180,0
16,10,0,1,9.78132824410511,105.61618503745439,-9.032477236418417,31,0
18,14,2,1,1.532870405093124,84.01190626354492,7.685403390228217,11,0
5,7,6,1,1.515912798757562,143.13997161308325,-2.0667311213858035,94,0
1,11,2,0,15.874535766454336,57.67873652019203,8.216839638819756,161,1
18,23,2,1,15.271271240049296,71.27374562161361,-6.774909111046378,109,1
13,9,0,2,13.332885033033818,74.02710883980272,1.0546407973827083,72,1
25,12,5,1,18.464974714522373,23.59085862984509,6.033073886538265,27,0
27,15,8,3,18.80489651673638,13.219658242391363,-5.908127873200504,90,1
23,15,4,3,16.563317394689793,280.7796114593005,-9.253917083534173,165,0
14,8,1,0,9.426533622430574,225.50181863509442,9.51559625705054,110,1
29,10,4,1,5.448936478241432,10.70230401842267,1.6546891897857048,132,0
16,6,0,2,2.60063872747062,208.5917660188765,3.447991547641969,108,1
33,13,3,0,4.796160518819506,70.00494442914187,-9.681282493490562,95,0
30,10,6,0,14.955875983184809,56.633702550174014,-9.897711790017807,112,0
20,7,5,0,1.8067287448548084,220.04700703172153,2.1866090911712455,147,0
26,19,1,1,0.6281884899437304,291.415630682376,4.3185040814128435,33,0
7,22,7,1,14.893050459211825,283.62757920161727,7.925902353428313,153,1
2,13,6,2,7.91523419962143,6.309400980872503,9.100555355521575,180,1
23,18,8,3,1.466415713192399,184.3478532821226,2.7924405023731325,103,0
35,18,0,1,8.711532076088305,158.1596213362339,3.1026407854533034,13,0
20,20,1,3,16.7039157611677,221.5841017811162,-0.42680877306308673,182,1
12,18,5,2,18.50625319627737,243.45060645888512,3.7356980721472155,32,0
30,10,2,2,18.64843397480056,258.72424569371924,6.850409249430122,188,1
33,16,2,0,18.436002615353164,269.73722114862363,6.132909249639756,148,0
35,17,4,3,5.047166509141971,263.420985603397,5.932373302060665,116,0
22,22,5,3,0.8919645232339402,151.08239185511505,-0.6700176375763061,170,0
29,14,6,1,15.49087653920411,250.18168788695635,-6.079899205280697,74,0
4,2,2,1,18.663863295051435,126.47711631009496,-5.41207597636189,129,1
21,24,5,1,3.337958492665065,64.17769760408561,9.728182798992965,157,0
9,10,5,2,5.486847087191857,219.58240671253466,-7.8148040097588005,131,1
6,10,1,3,9.828114823126747,227.88145839274736,4.434599298788299,130,0
23,17,6,0,8.81567391727683,223.47438541822743,9.082218855771266,19,0
24,27,2,1,17.638563348435696,3.7492424454877993,-4.646287624404932,43,1
32,13,5,0,7.151880002040417,273.65774810714976,8.74845600601951,55,0
6,19,6,3,6.805499018073867,202.92540152519655,9.430269591859954,12,1
10,20,8,1,17.212067738686063,33.93988626770611,3.091379964459282,188,0
34,20,5,2,0.8853637920001107,293.67502587608385,-9.970839640730452,124,1
33,27,2,0,2.7918310078243573,115.85977444770799,1.6454806509329742,140,0
10,15,0,2,6.038200788920481,171.53885391140824,-8.652039906738036,193,1
16,17,8,0,19.439211878269933,224.30637892013212,-3.6431994305075506,194,0
23,25,5,2,8.02339367370433,142.39100677870442,-5.332888443873851,64,0
28,13,1,1,13.309857398186452,171.34063875856634,9.341205555513696,123,0
1,9,4,2,2.0753482768071847,137.73148400475063,9.24614412641915,19,0
9,2,2,3,8.393028722049374,229.6777626355208,8.222264643222545,187,0
1,7,0,1,17.08900679716415,204.6754866262859,8.16910429599482,13,1
3,23,7,2,0.8922779921412383,149.31591799972472,3.050695319374732,15,0
1,17,8,0,13.423553860758284,125.19744060164308,1.9572547346463427,128,0
28,2,2,0,15.762795954428496,150.22027611954073,-8.772205273148517,93,0
26,26,2,0,11.755406007754932,173.23920312655264,3.3321436695637736,137,0
19,17,2,1,13.947411345265184,5.241098100103736,9.590251030508625,168,1
25,1,5,0,18.810435856345617,11.609097790847866,6.315796970128446,153,0
26,1,8,2,5.672547186468479,102.93073183932519,0.8399014473156647,77,0
23,5,0,2,15.31422256275555,22.763427700254056,-0.5580558556059003,41,0
33,5,1,0,13.478667252784367,116.13656620504706,3.4433634842351495,93,0
35,25,5,3,5.940327330830285,129.65420503521494,1.7537560670116008,51,0
16,18,0,0,13.238204130226134,153.37710656787786,-7.952925825100758,131,1
1,1,2,0,6.093600415267198,282.2921104777269,1.2086517058465969,160,1
20,14,1,3,14.497855757026146,102.37126807592828,8.951315303709908,144,0
10,28,0,1,3.5038781557564964,292.9789576288965,4.450247461428539,110,0
5,11,3,2,17.103873439575402,9.903753304945651,8.701382543229023,26,1
16,15,4,3,3.942717459329411,2.915439279301413,-5.109262281789468,6,1
10,27,6,1,15.643432122562393,2.7283832059660784,-0.1325178726149545,8,0
9,6,1,3,5.364974322340481,58.41849604410834,5.615490488761877,25,0
9,25,1,0,12.726035174748022,72.15933336231728,-4.339396528757242,35,0
9,5,4,2,2.474587799193171,61.75367601652238,-9.37122787836424,145,1
31,19,7,2,14.107535803600596,244.02832593445422,1.2472207033962501,117,1
23,3,4,0,15.392410511279845,34.33953194176102,-2.464364057075046,160,0
2,20,1,0,13.259564162390431,257.0999018663198,-6.451328547743804,74,1
3,4,4,3,17.782544688874168,259.44443882068254,-0.6895043347493264,195,0
20,1,3,1,10.744915515704408,226.05822065616505,-8.958660360980277,45,1
30,7,1,1,17.13638904846431,286.0889813400375,6.705540924496251,39,1
2,8,5,3,7.027963571645067,23.12889174836572,2.715275633674727,50,0
36,1,2,3,6.610385644434746,282.0914578848635,5.453717824071324,66,1
32,23,5,0,2.239561304191184,48.776036907402165,3.4709242200230257,81,0
8,6,8,1,16.143794643894662,200.14764278352692,-5.224674767241617,93,0
19,5,0,2,2.4322196053383114,36.228492940095805,-6.62163932380844,97,0
25,26,5,3,3.782527728515472,44.807471416181365,-8.565312232207791,75,0
22,16,3,3,10.459218550992235,292.6683248693052,-0.5797274450739529,66,0
26,26,2,3,1.2278422820909785,203.32657587483774,-6.4578728754570625,197,1
23,21,5,3,17.10328216903962,180.87917518412638,3.2904393493276984,35,0
34,13,3,0,0.6817583129916944,91.18730503176793,-8.480582386285127,49,0
14,17,4,0,5.633231844759426,1.6788156501808316,-1.3942862638380689,114,0
30,24,1,2,12.900437937903476,209.59998422591747,-7.934630195071888,10,1
27,6,2,0,1.8618972132158165,299.0193936148165,-1.4722092975161196,194,1
12,13,4,0,16.610491257943274,237.702081496296,-1.6793135528337046,28,0
1,10,1,1,13.17926015448735,231.51834931464862,8.778486482051786,90,1
4,21,2,1,1.6298757476008134,9.555092866999871,-1.0832795007549443,55,0
1,14,7,0,15.30123110214449,105.55353759957585,5.743199569000424,35,0
20,9,8,2,19.497483619856048,120.17300510474857,-7.403163499393999,166,0
15,14,6,3,6.254759399022627,228.29110288250553,-7.344311723670027,185,0
18,1,4,2,9.238114984791789,60.23783029200969,3.207999582632482,48,0
7,13,2,2,10.259415105526069,205.96198795311543,-5.00224866985964,84,1
33,23,5,2,8.196127634176538,72.35618904770578,8.559282963456418,176,0
2,4,2,2,1.7630615532289313,258.19564263678166,-9.625191195614558,86,1
14,20,0,0,15.138376133508745,20.54868321985954,1.683523387825165,131,0
32,4,8,2,15.816312027636716,72.45620864145627,0.14360312288087052,47,0
27,5,8,0,12.261428255990749,160.7608775801371,-2.2226511367871353,19,0
14,19,4,0,19.11656153844121,51.52120666440459,-8.785618914105562,34,0
9,10,8,1,15.69555654119807,142.8096155240387,-0.29910393571052296,41,0
31,27,1,3,11.438141452729672,154.70247897980647,7.246028472288074,20,0
22,2,1,2,2.589902560305985,35.5957998678409,1.6744036792728227,45,1
13,19,7,0,1.6277649827314038,55.53733251863282,2.3243924631901898,155,0
23,2,0,0,6.200186729136164,148.02600849667837,-7.467955316210892,184,1
21,5,4,2,2.0931578395036907,10.53610470475601,9.421712480919147,91,1
6,9,2,3,15.465110716313403,139.71037538358328,-2.7806159222873594,63,0
28,28,5,1,6.899973573353612,176.5950567101997,5.550896602253104,48,0
7,3,6,0,4.59955877370013,41.768436962637224,6.192856690454789,51,0
36,5,0,2,19.780547151347914,69.22148532351439,-8.916675961694835,37,0
1,23,3,3,7.416874681891873,92.74083144897361,9.152675836428404,140,0
24,28,3,3,15.061542707844751,164.99897920016258,-0.24389862056956524,116,0
28,22,4,1,5.562189237709351,226.87373662028156,3.818922742802952,181,0
21,1,5,1,14.35032608973404,254.03896945652323,6.90580414210557,145,0
7,14,6,2,18.451150966523837,153.82258010596445,-9.536372203292117,29,0
19,18,0,3,7.1380318976204595,70.98583736107855,5.929342095545779,44,0
29,4,5,3,0.5971496468262124,212.09008712438046,8.04508837105335,95,0
26,20,7,1,16.02307382559477,162.94072713533168,-7.370113510911953,21,0
36,22,2,2,16.5550351688686,8.886572638995215,-3.1549910136441746,116,1
4,28,3,1,2.7454069664092478,287.03344768052057,-3.1529647317654153,177,0
14,28,3,1,11.604518131679333,198.91263795007927,3.7407681734244065,161,0
7,13,3,2,3.053576638114779,123.2662164123058,-9.453877048740452,94,0
2,21,3,0,14.872658591348346,80.70035777038748,0.9763738302168417,141,0
27,5,5,3,16.236097253632877,229.72674109167605,2.155574990186471,107,0
30,23,3,3,19.24608270381412,185.00034359752067,0.97394809669834,0,0
16,12,8,2,11.122586464974018,286.26392834617303,-0.17645364657793827,80,0
26,17,5,0,1.9979406725963917,80.6019805508639,-2.3444865547557603,129,0
5,2,8,3,2.231799655768378,184.87269487116532,-6.777948751620997,45,0
9,7,0,1,13.568427691144636,223.52269589037198,-2.6575601979196817,194,1
2,4,1,0,4.6751314818209,271.44625733496974,4.47994362591724,29,1
17,2,3,1,2.5494870120857325,294.06935516307993,2.03252306927382,147,0
1,4,8,1,19.60818968102511,244.88112314034143,8.35775122984414,126,0
21,17,2,1,11.586466665205947,2.5153348903377504,1.4385877271887182,123,1
35,24,6,3,17.061382711827125,299.38778092571476,-3.2783522111312813,144,0
12,27,0,0,5.690044451538074,204.18897517938626,-2.088585009716528,76,0
29,22,7,2,16.037041984146093,101.64107918367442,-2.128736058281766,180,0
33,14,4,3,10.821434717040223,34.40129614606226,-8.773871524616276,7,0
6,26,2,1,1.9244658514425037,291.23367800820364,-4.606890316941001,93,0
15,17,8,1,18.84778972533511,276.3733061593313,-4.371804943771669,83,0
28,1,5,2,19.231808464690502,100.3138529521989,-4.362828124280225,52,0
35,18,5,1,6.185864089164142,173.02950781494485,4.729432793123667,95,0
3,1,8,1,10.166122173073969,125.23174282482708,-5.826343889939474,168,0
15,8,5,3,8.143217946342757,231.94107243783793,-7.685527896896598,78,0
34,27,2,1,2.349832970174105,30.16142439923647,-5.202469649618067,38,0
20,14,4,3,1.228771823614852,17.088493278675145,-4.686898633626018,35,0
6,16,4,2,18.271548354425008,294.07404080226337,7.049289888746571,61,1
12,6,0,3,14.316980699227347,67.95611746377033,9.863964393016133,40,1
27,25,2,1,15.759537393412915,44.67795876986019,-0.7069819262072503,116,0
25,19,1,0,8.483049910340704,256.5152765763978,7.360918119870355,5,1
32,16,1,1,3.4574105007857536,65.03787597110343,-5.743620476289211,198,0
19,10,1,3,1.0751248498346748,111.71267117865365,7.242931777585525,98,0
19,19,7,3,3.0920984368469724,227.04363151109936,5.437706702848725,11,0
9,21,8,0,9.309053446868257,159.7068328169469,-1.2447048114558061,149,0
9,12,3,0,14.464486481548143,142.22280351485162,-3.122466818707272,131,0
29,7,0,2,17.66404824894213,190.35999278631644,1.8359138358299614,165,0
16,13,1,0,3.0754387013794573,143.4082035703937,3.7714659157041055,32,0
31,27,0,1,13.480379335990403,101.12463205977856,-2.7754294802072472,74,0
31,10,8,3,14.081643744421285,96.77511101446765,-8.335788263186341,167,0
2,10,4,0,14.252408907836642,261.593687015687,-7.712603154345232,143,0
17,21,3,0,7.261765923259686,121.00057028065709,-9.744894374650988,55,0
10,24,2,2,11.393382785087105,268.09766663553376,8.48004244674587,47,1
9,1,8,2,11.598525024261438,6.461301451895574,-4.87226656175827,150,1
16,20,2,3,2.9345054352659967,93.57178227358574,0.9298905780416185,189,0
10,26,1,2,7.576693801620638,201.24720228398357,-4.329867847539788,15,1
19,3,7,0,3.5611098028649857,253.7651827539426,9.56947998291399,8,0
18,21,0,0,10.027566912551285,175.24084523753893,0.13162828334705878,89,0
15,26,6,0,11.157885764465519,58.68690276700792,7.870106086583313,34,0
34,2,6,0,17.530858433541546,186.49750432828685,-1.1084629831844381,61,0
3,5,8,3,19.317003543471333,160.73648753193493,4.006890995064758,165,0
14,6,7,0,19.97174578424852,128.06844464173903,7.985919462920052,35,0
14,13,2,1,8.51215527323679,112.46144587982052,0.5288469980943056,46,0
12,14,8,1,7.740096681545269,42.09750649561689,0.12830169412993087,172,0
4,24,2,3,5.533279676680752,261.31203658658285,-5.4392520404742095,25,1
1,17,3,1,9.861758910366778,150.14221114411262,-7.109305646553025,42,0
4,16,6,1,14.956990461151806,233.93005933895904,4.2687349154545,52,0
3,1,6,2,14.051328517333351,19.105571457083048,4.826397104667286,82,1
16,7,3,2,6.838556446807373,151.34583631475664,0.5585644591445611,77,0
10,15,0,1,14.846455597731921,155.39962054371804,-8.630283098545792,168,0
15,9,3,2,4.846037541798644,114.67937033411903,-5.333031653709284,162,1
14,20,4,0,11.790797588089356,67.30205000398605,-0.9100699500707208,26,0
6,14,6,2,19.44036462686845,296.3214234966204,-7.279389442391732,185,0
13,4,0,2,2.2976290929695176,18.292729701418686,0.7281327388514054,153,1
14,17,3,0,3.8621345610352997,119.02804335359035,-7.8976415186536535,32,0
11,19,5,3,13.490519308785798,132.5059434809747,2.2448480705608187,39,0
28,18,6,3,19.580266248521795,163.21694017384445,9.58466505881066,102,0
26,14,1,2,1.9299085953818844,249.76106459816967,1.7514241261950545,143,1
2,5,7,3,16.047715023634325,179.85131833305127,-1.3581981833324015,67,0
12,26,1,0,15.435838213114135,238.98064986231572,-4.597022346698038,93,1
35,7,1,0,9.592644983647906,84.16011493782122,-3.1126054293603334,91,0
30,5,7,0,4.133072548305004,218.39641959533375,2.7799022057213705,141,0
32,5,3,3,15.161771093893437,71.9728159292526,3.3777615159531234,46,0
33,18,2,1,15.907848508003513,166.41719060776649,8.964385976954986,73,0
18,11,4,1,14.873177075025101,43.71694161831291,-8.816999024933718,106,0
24,15,5,3,7.318875051024982,104.18858645373724,9.45637489741286,112,0
13,19,2,0,3.183595318558324,149.94320917356225,1.5939791440501807,20,0
25,27,3,1,15.456674554076416,199.05292608723244,1.1872469407989694,33,0
27,26,3,3,8.895335380691769,158.32188166615612,6.2029796688763525,156,0
14,2,1,1,4.410077692076648,297.36721676753933,2.981566290636815,104,0
18,9,7,2,18.59514036115712,68.81383172415939,-8.463504882573623,77,0
9,16,8,1,12.735617052396837,274.5326564609368,6.718453388625257,115,0
2,25,2,1,7.9381977496103655,138.58688331698662,2.0540798566861707,171,0
21,23,4,0,5.6806127689274515,118.2211062239255,-8.62964000281399,123,0
20,23,2,2,8.182290617633171,107.21856378490877,9.527630115532581,74,0
23,12,3,2,9.407518856561037,123.0797139150896,-2.424699836807931,70,0
20,18,1,2,15.05552086334287,183.52457430121845,8.240144808729653,102,1
8,4,8,1,3.3224921841667387,273.14586114581914,-5.289058641654593,50,1
29,19,4,2,15.912120942995646,228.74418127943898,6.618051071195339,136,1
5,14,7,1,16.642053626597278,121.65007504084566,-0.33091081136449496,37,0
8,20,4,2,4.847205058951518,208.8521961247409,-5.409578103673585,126,1
26,5,0,0,6.409210931585658,103.04262132926662,5.6620218688432615,9,0
15,6,8,1,13.122088380831272,237.63428122299928,8.137105929352153,70,0
36,27,1,3,0.5576101782898351,129.93701528589895,-7.750951112139813,165,0
20,21,0,1,12.865557630867253,288.985958733145,4.9738995533186365,134,0
27,7,8,2,14.700693114152795,276.9218927698523,-5.755477046905368,91,0
27,20,2,3,6.716924241126991,118.17611861113676,-6.17737270004344,4,1
18,3,1,2,12.786397518757186,267.3963485397853,-1.347386654223877,167,1
8,2,4,1,1.8108835075677663,238.2646367743738,9.1061124191694,120,0
33,2,8,1,13.921003646647279,168.45620502823263,2.5602118795737123,136,0
2,23,4,2,7.6701252343764486,245.73993319355205,-5.807284691850379,74,1
19,18,1,2,14.308593175004459,231.0197244388088,-7.4751228766987605,157,1
20,7,7,3,10.596496718802888,273.34518359531387,-6.514260804156551,44,0
5,22,2,3,4.844483515614081,31.587314092244647,6.012651627143125,169,0
9,10,4,2,7.267311326662655,143.23670571240405,0.6177182105207919,182,0
17,21,6,3,4.581561336739056,296.381279703195,9.006409944707595,68,0
29,3,6,3,7.340149813968877,41.5135676120141,1.7840439316857548,11,0
32,19,3,0,9.689332415254823,49.12961632330367,1.611002422998677,101,0
29,20,8,2,17.469131027315136,64.14813366770919,-3.37850112236233,116,0
22,4,0,1,3.019987791688471,257.5563979812436,3.0527558330313624,135,0
31,16,8,0,6.562094631752886,151.13872421634528,2.3884369975812625,133,0
13,24,7,3,7.873357251786269,116.10016113920022,7.190959645217845,44,0
16,12,2,1,10.128507313417412,222.98750578149105,4.6132140369241235,5,0
21,14,3,0,16.920406555717292,296.5961978246966,5.301135676008421,130,0
16,21,4,3,2.1465561066951313,179.3787722258271,6.999655816969703,92,0
13,6,5,2,10.193943585963083,176.0706022764931,5.3258709061063065,103,0
6,12,6,1,15.049724674423583,181.74183386781215,0.38774953611241436,140,0
13,5,2,0,17.06456314422657,100.87174604267616,-4.715149270184231,84,0
36,19,1,0,10.82434685696307,202.761791356914,0.9966850453264957,2,1
22,12,4,1,3.6379947844764415,26.6420924081207,7.317017126011361,21,0
31,9,6,1,14.385302293434961,256.47513610340627,5.841914653128224,116,0
3,4,3,3,3.6765382916934377,289.26511954965594,-5.046783646540922,63,0
19,20,8,3,16.791362597309522,254.75803832516542,-8.952469961678506,161,0
7,20,3,1,2.6458652590381186,168.91737145672911,9.772296790322383,192,0
32,5,1,2,4.295263945022999,76.9739769312173,-4.115843446330887,81,0
2,20,4,3,14.49582720469786,238.76886309910273,3.508510895445534,133,0
5,28,4,2,13.653834344817762,129.32065605087826,-7.807819288168874,164,0
32,28,2,1,2.3287410948561638,65.92205342182677,8.907086417329491,14,0
